Team,Result,For,Aga,Diff,Tries,Conv,Pens,Drop,GfM,Opposition,Ground,Match Date 
Romania,won,19,3,-,-,-,-,-,v ,Bucharest,15 Nov 1964
New Zealand,won,27,11,6,3,1,0,0,v Australia,Sydney,15 Jun 1968
Ireland,won,16,0,4,2,0,0,0,v Scotland,Murrayfield,22 Feb 1969
Serbia and Montenegro,won,22,6,-,-,-,-,-,v Bulgaria,Pancevo,1 May 1969
Czechia,won,19,3,3,2,2,0,0,v Serbia & Mon,Havirov,24 Oct 1970
Wales,won,22,6,3,2,1,2,0,v England,Cardiff,16 Jan 1971
Japan,won,16,0,2,1,2,0,0,v Hong Kong,Hong Kong,11 Nov 1972
Poland,won,16,0,-,-,-,-,-,v East Germany,Dresden,-
Wales,won,25,9,5,1,1,0,0,v England,Cardiff,20 Jan 1973
Thailand,won,22,6,-,-,-,-,-,v Hong Kong,Colombo,19 Nov 1974
Wales,won,20,4,3,1,2,0,0,v England,Cardiff,15 Feb 1975
Italy,won,19,3,2,1,3,0,0,v Spain,Madrid,6 Apr 1975
Ivory Coast,won,22,6,-,-,-,-,-,v Tunisia,Tunis,-
Australia,won,22,6,4,0,2,0,0,v Fiji,Sydney,12 Jun 1976
Czechia,won,22,6,3,2,2,0,0,v ,Prague,6 Nov 1976
Wales,won,25,9,3,2,2,1,0,v Ireland,Cardiff,15 Jan 1977
New Zealand,won,22,6,3,2,1,1,0,v Australia,Christchurch,26 Aug 1978
Romania,won,22,6,-,-,-,-,-,v Spain,Madrid,29 Apr 1979
Canada,won,16,0,-,-,-,-,-,v USA,Saranac Lake,8 Jun 1980
Australia,won,26,10,4,2,1,1,0,v New Zealand,Sydney,12 Jul 1980
Sweden,won,20,4,-,-,-,-,-,v Denmark,Aarhus,13 Sep 1980
Korea,won,28,12,-,-,-,-,-,v Singapore,Taipei,9 Nov 1980
West Germany,won,16,0,-,-,-,-,-,v Serbia & Mon,Kardelijevo,30 Nov 1980
Bulgaria,won,16,0,-,-,-,-,-,v East Germany,Sofia,-
Morocco,won,22,6,-,-,-,-,-,v ,Casablanca,12 Apr 1981
Scotland,won,34,18,5,4,0,2,0,v Wales,Cardiff,20 Mar 1982
Japan,won,31,15,4,3,3,0,0,v NZ Unis,Tokyo,26 Sep 1982
Spain,won,19,3,-,-,-,-,-,v Sweden,Arstad,8 May 1983
Australia,won,29,13,5,3,1,0,0,v Argentina,Sydney,7 Aug 1983
Romania,won,19,3,-,-,-,-,-,v ,Bucharest,20 Nov 1983
Belgium,won,19,3,-,-,-,-,-,v Sweden,Brussels,16 Oct 1984
Australia,won,19,3,3,2,1,0,0,v England,Twickenham,3 Nov 1984
Czechia,won,22,6,4,0,2,0,0,v Morocco,Rabat,21 Apr 1985
Sweden,won,16,0,-,-,-,-,-,v Denmark,Malmo,27 Apr 1985
Denmark,won,28,12,-,-,-,-,-,v Norway,Oslo,8 Oct 1985
Italy,won,19,3,3,2,1,0,0,v Romania,L'Aquila,7 Dec 1985
Bulgaria,won,16,0,-,-,-,-,-,v East Germany,Sosopol,-
Zimbabwe,won,26,10,-,-,-,-,-,v ,Bulawayo,-
Poland,won,28,12,-,-,-,-,-,v ,Posen,13 Apr 1986
Tonga,won,31,15,-,-,-,-,-,v Samoa,Nuku A'lofa,5 Jul 1986
Korea,won,28,12,-,-,-,-,-,v Hong Kong,Bangkok,22 Nov 1986
Hong Kong,won,25,9,-,-,-,-,-,v Singapore,Bangkok,26 Nov 1986
Ireland,won,31,15,5,1,2,1,0,v Italy,Lansdowne Road,31 Dec 1988
Scotland,won,23,7,3,1,2,1,0,v Wales,Murrayfield,21 Jan 1989
Scotland,won,37,21,5,4,3,0,0,v Ireland,Murrayfield,4 Mar 1989
France,won,19,3,3,2,1,0,0,v Scotland,Parc des Princes,18 Mar 1989
Sweden,won,26,10,-,-,-,-,-,v Israel,Tours,2 May 1989
Japan,won,26,10,4,2,2,0,0,v Korea,Tokyo,11 Apr 1990
Georgia,won,26,10,4,2,2,0,0,v Zimbabwe,Harare,21 Apr 1990
Zimbabwe,won,16,0,2,1,2,0,0,v Morocco,Harare,8 May 1990
Morocco,won,25,9,-,-,-,-,-,v Andorra,Andorra la Vella,9 Mar 1991
Serbia and Montenegro,won,22,6,2,1,4,0,0,v Czech Rep,Belgrade,21 Apr 1991
England,won,28,12,3,2,2,2,0,v Fiji,Suva,20 Jul 1991
Uruguay,won,29,13,5,3,1,0,0,v Paraguay,Montevideo,17 Aug 1991
Uruguay,won,34,18,4,3,1,3,0,v Chile,Santiago,8 Sep 1991
Ireland,won,32,16,4,2,4,0,0,v Japan,Lansdowne Road,9 Oct 1991
New Zealand,won,29,13,5,3,1,0,0,v Canada,Lille,20 Oct 1991
Tunisia,won,35,19,-,-,-,-,-,v Andorra,Tunis,9 Nov 1991
France,won,26,10,3,1,3,0,0,v Wales,Parc des Princes,20 Mar 1993
Croatia,won,16,0,-,-,-,-,-,v Austria,Leoben,8 May 1993
Moldova,won,22,6,-,-,-,-,-,v Lithuania,Siauliai,10 Oct 1993
Sweden,won,26,10,3,1,3,0,0,v Israel,Den Haag,31 Oct 1993
Germany,won,32,16,-,-,-,-,-,v Belgium,Heusenstamm,21 Nov 1993
Spain,won,35,19,4,3,3,0,0,v Portugal,Madrid,28 May 1994
Chinese Taipei,won,25,9,3,2,2,0,0,v Sri Lanka,Kuala Lumpur,26 Oct 1994
Scotland,won,22,6,1,1,5,0,0,v Canada,Murrayfield,21 Jan 1995
Croatia,won,16,0,-,-,-,-,-,v Andorra,Andorra la Vella,22 Apr 1995
Poland,won,28,12,-,-,-,-,-,v Netherlands,Amersfoort,23 Apr 1995
Australia,won,27,11,3,3,2,0,0,v Canada,Port Elizabeth,31 May 1995
New Zealand,won,45,29,6,3,1,2,0,v England,Cape Town,18 Jun 1995
Ukraine,won,19,3,2,0,1,2,0,v Latvia,Riga,10 Oct 1995
Japan,won,41,25,6,1,3,0,0,v Korea,Taipei,9 Nov 1996
Thailand,won,16,0,-,-,-,-,-,v Singapore,Bangkok,14 Jul 1997
Switzerland,won,29,13,4,0,0,0,0,v Serbia & Mon,Nyon,8 Nov 1997
Argentina,won,30,14,4,2,2,0,0,v Uruguay,Buenos Aires,17 Oct 1998
Slovenia,won,25,9,-,-,-,-,-,v Austria,Ljubliana,7 Nov 1998
Chinese Taipei,won,27,11,-,-,-,-,-,v Kazakhstan,Bangkok,14 Dec 1998
Japan,won,47,31,6,4,3,0,0,v USA,Honolulu,12 Jun 1999
New Zealand,won,34,18,2,0,7,1,0,v South Africa,Pretoria,7 Aug 1999
Fiji,won,38,22,4,3,3,1,0,v Canada,Bordeaux,9 Oct 1999
Argentina,won,32,16,1,0,8,1,0,v Samoa,Llanelli,10 Oct 1999
Hong Kong,won,38,22,5,2,3,0,0,v C Taipai,Taipei,13 May 2000
Croatia,won,25,9,-,-,-,-,-,v Ukraine,Makarska,14 May 2000
Fiji,won,37,21,4,4,3,0,0,v USA,Apia,30 Jun 2000
Spain,won,31,15,3,2,4,0,0,v Portugal,Madrid,4 Mar 2001
Belgium,won,26,10,-,-,-,-,-,v Moldova,Brussels,7 Apr 2001
Thailand,won,29,13,-,-,-,-,-,v Malaysia,Bangkok,16 Jun 2001
British and Irish Lions,won,29,13,4,3,1,0,0,v Australia,Brisbane,30 Jun 2001
Georgia,won,34,18,5,3,1,0,0,v Spain,Madrid,24 Mar 2002
Portugal,won,27,11,5,1,0,0,0,v Netherlands,Amsterdam,24 Mar 2002
Luxembourg,won,21,5,3,3,0,0,0,v Bosnia & Her,Luxembourg City,27 Oct 2002
Singapore,won,30,14,-,-,-,-,-,v Kazakhstan,Bangkok,22 Nov 2002
Spain,won,38,22,6,4,0,0,0,v Russia,Krasnodar,24 Nov 2002
Australia,won,24,8,2,1,4,0,0,v Argentina,Sydney,10 Oct 2003
New Zealand,won,53,37,8,5,1,0,0,v Wales,Sydney,2 Nov 2003
Georgia,won,23,7,2,2,3,0,0,v Czech Rep,Tbilisi,20 Mar 2004
Ireland,won,19,3,3,2,0,0,0,v Italy,Lansdowne Road,20 Mar 2004
Portugal,won,35,19,6,1,1,0,0,v Spain,Ibiza,21 Mar 2004
Netherlands,won,16,0,-,-,-,-,-,v Sweden,Stockholm,8 May 2004
England,won,32,16,2,2,5,1,0,v South Africa,Twickenham,20 Nov 2004
Chile,won,38,22,5,5,1,0,0,v Paraguay,Santiago,8 Oct 2005
Luxembourg,won,19,3,1,1,4,0,0,v Israel,Luxembourg City,29 Oct 2005
Australia,won,30,14,3,3,3,0,0,v Ireland,Lansdowne Road,19 Nov 2005
Samoa,won,28,12,3,2,2,1,0,v Argentina,Buenos Aires,3 Dec 2005
Hong Kong,won,23,7,2,2,3,0,0,v China,Shenyang,21 May 2006
Morocco,won,23,7,-,-,-,-,-,v Cote d'Iv,Casablanca,7 Oct 2006
Argentina,won,16,0,1,1,3,0,0,v Ireland,Buenos Aires,2 Jun 2007
China,won,36,20,-,-,-,-,-,v Singapore,Singapore,16 Jun 2007
Uganda,won,21,5,-,-,-,-,-,v Zambia,Lusaka,7 Jul 2007
England,won,36,20,4,2,2,2,0,v Tonga,Parc des Princes,28 Sep 2007
Sri Lanka,won,26,10,-,-,-,-,-,v China,Colombo,3 Nov 2007
Peru,won,24,8,-,-,-,-,-,v Venezuela,Lima,10 Nov 2007
Bermuda,won,29,13,4,3,1,0,0,v Bahamas,Grand Caymans,20 Apr 2008
Trinidad and Tobago,won,40,24,-,-,-,-,-,v Guyana,Grand Caymans,26 Apr 2008
Bulgaria,won,16,0,2,0,2,0,0,v Austria,Sofia,24 May 2008
South Africa,won,37,21,4,4,3,0,0,v Wales,Pretoria,14 Jun 2008
Canada,won,26,10,4,3,0,0,0,v USA,Chicago,21 Jun 2008
Niger,won,19,3,-,-,-,-,-,v Togo,Accra,27 Jun 2008
Sweden,won,21,5,3,0,2,0,0,v Latvia,Vanersborg,25 Oct 2008
Lithuania,won,26,10,4,3,0,0,0,v Andorra,Andorra la Vella,8 Nov 2008
Lithuania,won,19,3,3,2,0,0,0,v Israel,Netanya,23 May 2009
Australia,won,22,6,1,1,5,0,0,v France,Sydney,27 Jun 2009
Canada,won,22,6,1,1,4,1,0,v Russia,Vancouver,28 Nov 2009
Uruguay,won,26,10,4,0,2,0,0,v Brazil,Santiago,13 May 2010
Romania,won,24,8,0,0,7,1,0,v Argentina A,Bucharest,15 Jun 2010
South Africa,won,29,13,4,3,1,0,0,v Italy,Witbank,19 Jun 2010
Kenya,won,21,5,-,-,-,-,-,v Uganda,Nairobi,10 Jul 2010
Ireland,won,24,8,2,1,4,0,0,v England,Lansdowne Road,19 Mar 2011
Kazakhstan,won,34,18,5,3,1,0,0,v Sri Lanka,Almaty,14 May 2011
Hungary,won,21,5,3,3,0,0,0,v Norway,Kecskemet,4 Jun 2011
Canada,won,34,18,5,3,1,0,0,v Russia,Esher,8 Jun 2011
New Zealand,won,30,14,3,3,2,1,0,v Australia,Auckland,6 Aug 2011
Georgia,won,25,9,1,1,6,0,0,v Romania,Palmerston North,28 Sep 2011
Germany,won,23,7,3,1,1,1,0,v Netherlands,Hanover,12 Nov 2011
United States of America,won,36,20,4,2,4,0,0,v Georgia,Glendale,16 Jun 2012
Zimbabwe,won,30,14,3,3,3,0,0,v Tunisia,Jammal,9 Jul 2012
New Zealand,won,21,5,2,1,3,0,0,v Argentina,Wellington,8 Sep 2012
New Zealand,won,32,16,4,3,1,1,0,v South Africa,Johannesburg,6 Oct 2012
Switzerland,won,37,21,4,4,3,0,0,v Lithuania,Nyon,13 Apr 2013
Chile,won,38,22,4,3,4,0,0,v Brazil,Temuco,27 Apr 2013
Philippines,won,24,8,4,2,0,0,0,v UAE,Manila,18 May 2013
Madagascar,won,48,32,-,-,-,-,-,v Uganda,Antananarive,14 Jul 2013
Belgium,won,26,10,4,3,0,0,0,v Tunisia,Tubize,2 Nov 2013
Russia,won,34,18,5,3,1,0,0,v Portugal,Sotchi,8 Mar 2014
South Africa,won,22,6,3,2,1,0,0,v Italy,Padova,22 Nov 2014
Ukraine,won,30,14,4,2,2,0,0,v Poland,Khmelnytski,17 Oct 2015
Slovenia,won,33,17,5,4,0,0,0,v Serbia & Mon,Belgrade,7 Nov 2015
Canada,won,33,17,5,4,0,0,0,v Uruguay,Langford,6 Feb 2016
Scotland,won,36,20,3,3,5,0,0,v Italy,Rome,27 Feb 2016
Bosnia and Herzegovina,won,33,17,5,4,0,0,0,v Norway,Stavanger,16 Apr 2016
Sri Lanka,won,33,17,4,2,3,0,0,v Singapore,Kuala Lumpur,8 May 2016
England,won,23,7,2,2,3,0,0,v Australia,Melbourne,18 Jun 2016
Uruguay,won,1G,0G,2,1,0,0,0,v Spain,Bucharest,18 Jun 2016
Australia,won,36,20,5,4,1,0,0,v Argentina,Perth,17 Sep 2016
England,won,37,21,4,4,3,0,0,v South Africa,Twickenham,12 Nov 2016
England,won,37,21,4,4,3,0,0,v Australia,Twickenham,3 Dec 2016
Scotland,won,29,13,2,2,5,0,0,v Wales,Murrayfield,25 Feb 2017
Portugal,won,26,10,4,3,0,0,0,v Netherlands,Amsterdam,4 Mar 2017
Romania,won,33,17,5,4,0,0,0,v Belgium,Brussels,11 Mar 2017
Japan,won,16,0,1,1,3,0,0,v Hong Kong,Hong Kong,13 May 2017
Sri Lanka,won,33,17,4,2,3,0,0,v UAE,Ipoh Padang,17 May 2017
Uruguay,won,27,11,3,3,2,0,0,v Chile,Montevideo,27 May 2017
Romania,won,25,9,3,2,2,0,0,v Canada,Edmonton,17 Jun 2017
Argentina,won,45,29,5,4,4,0,0,v Georgia,San Salvador de Juruy,24 Jun 2017
Argentina,won,31,15,3,2,4,0,0,v Italy,Firenze,18 Nov 2017
Uruguay,won,52,36,7,7,1,0,0,v Namibia,Windhoek,18 Nov 2017
Canada,won,33,17,4,2,3,0,0,v Chile,La Serena,3 Mar 2018
Brazil,won,28,12,3,2,3,0,0,v Chile,Sao Paulo,5 May 2018
Kenya,won,38,22,5,5,1,0,0,v Uganda,Nairobi,7 Jul 2018
Georgia,won,22,6,3,1,1,0,0,v Russia,Krasnodar,17 Mar 2019
Romania,won,27,11,3,3,2,0,0,v Chile,Valparaiso,8 Jun 2019
Uganda,won,38,22,5,2,3,0,0,v Zambia,Kampala,17 Aug 2019
Argentina,won,28,12,4,4,0,0,0,v Tonga,Osaka,28 Sep 2019
Scotland,won,15,0,7,1,0,2,0,v Wales,Edinburgh,7 Feb 1891
Scotland,won,18,3,4,3,0,0,0,v England,Blackheath,9 Mar 1901
Wales,won,15,0,3,1,0,1,0,v Ireland,Lansdowne Road,8 Mar 1902
New Zealand,won,15,0,3,3,0,0,0,v Ireland,Lansdowne Road,25 Nov 1905
New Zealand,won,15,0,5,0,0,0,0,v England,Crystal Palace,2 Dec 1905
New Zealand,won,28,13,8,2,0,0,0,v Australia,Sydney,2 Jul 1910
Wales,won,15,0,3,3,0,0,0,v France,Parc des Princes,28 Feb 1911
Wales,won,21,6,3,2,0,2,0,v Scotland,Swansea,3 Feb 1912
England,won,15,0,5,0,0,0,0,v Ireland,Twickenham,10 Feb 1912
Scotland,won,29,14,7,4,0,0,0,v Ireland,Inverleith,22 Feb 1913
New Zealand,won,22,7,6,2,0,0,0,v Australia,Sydney,15 Aug 1914
England,won,18,3,4,1,0,1,0,v Wales,Twickenham,15 Jan 1921
England,won,15,0,3,1,0,1,0,v Ireland,Twickenham,12 Feb 1921
Australia,won,28,13,6,2,2,0,0,v NZ Maori,Sydney,26 Jun 1922
Australia,won,21,6,4,3,1,0,0,v South Africa,Durban,22 Jul 1933
France,won,18,3,3,3,1,0,0,v Germany,Parc des Princes,24 Mar 1935
New Zealand,won,24,9,4,3,2,0,0,v Australia,Sydney,23 Jul 1938
France,won,15,0,3,1,0,1,0,v England,Colombes,29 Mar 1948
Romania,won,20,5,-,-,-,-,-,v Czech Rep,Bratislava,-
Australia,won,18,3,4,3,0,0,0,v NZ Maori,Sydney,25 Jun 1949
France,won,15,0,4,0,1,0,0,v Scotland,Colombes,8 Jan 1955
Romania,won,21,6,-,-,-,-,-,v East Germany,Bucharest,19 May 1959
Romania,won,15,0,-,-,-,-,-,v East Germany,Birlad,22 May 1963
New Zealand,won,18,3,4,3,0,0,0,v Australia,Christchurch,22 Aug 1964
Australia,won,20,5,2,1,3,1,0,v New Zealand,Wellington,29 Aug 1964
Morocco,won,23,8,-,-,-,-,-,v Netherlands,Casablanca,-
Hong Kong,won,21,6,-,-,-,-,-,v Sri Lanka,Bangkok,12 Jan 1970
Italy,won,25,10,4,3,1,0,0,v Leopards,Brescia,15 May 1974
Wales,won,25,10,5,1,1,0,0,v France,Parc des Princes,18 Jan 1975
Tonga,won,29,14,-,-,-,-,-,v Samoa,Apia,13 Jun 1975
South Africa,won,33,18,2,2,7,0,0,v France,Pretoria,28 Jun 1975
Argentina,won,30,15,2,2,3,3,0,v Uruguay,Asuncion,21 Sep 1975
France,won,36,21,5,2,4,0,0,v Argentina,Parc des Princes,25 Oct 1975
Italy,won,28,13,5,4,0,0,0,v Poland,Treviso,25 Oct 1975
Morocco,won,22,7,-,-,-,-,-,v Belgium,Brussels,8 Nov 1975
Argentina,won,25,10,4,3,1,0,0,v Chile,Tucuman,30 Oct 1977
Soviet Union,won,28,13,-,-,-,-,-,v Poland,Kharkov,-
England,won,15,0,2,2,1,0,0,v Scotland,Murrayfield,4 Mar 1978
Soviet Union,won,18,3,-,-,-,-,-,v Serbia & Mon,Sarajevo,14 May 1978
Italy,won,18,3,4,1,0,0,0,v Poland,L'Aquila,14 Apr 1979
Ireland,won,27,12,2,2,4,1,0,v Australia,Brisbane,3 Jun 1979
Morocco,won,22,7,-,-,-,-,-,v Serbia & Mon,Split,22 Sep 1979
England,won,24,9,3,3,2,0,0,v Ireland,Twickenham,19 Jan 1980
South Africa,won,24,9,3,3,1,1,0,v S America,Johannesburg,26 Apr 1980
Poland,won,28,13,-,-,-,-,-,v Morocco,Bytom,27 Apr 1980
Romania,won,15,0,1,1,3,0,0,v France,Bucharest,23 Nov 1980
Romania,won,18,3,-,-,-,-,-,v ,Bucharest,9 May 1982
New Zealand,won,33,18,2,2,5,2,0,v Australia,Auckland,11 Sep 1982
Czechia,won,21,6,4,1,1,0,0,v Belgium,Brussels,27 Nov 1982
Argentina,won,18,3,2,2,1,1,0,v Australia,Brisbane,31 Jul 1983
France,won,18,3,2,2,2,0,0,v Romania,Bucharest,10 Nov 1984
West Germany,won,15,0,-,-,-,-,-,v Denmark,Essen,23 Nov 1985
Scotland,won,33,18,3,3,5,0,0,v Romania,Bucharest,29 Mar 1986
South Africa,won,33,18,4,4,3,0,0,v NZ Cavaliers,Pretoria,24 May 1986
France,won,31,16,4,3,2,1,0,v Fiji,Auckland,7 Jun 1987
Poland,won,21,6,-,-,-,-,-,v Tunisia,-,-
Czechia,won,15,0,2,2,1,0,0,v Morocco,Prague,21 May 1988
Soviet Union,won,31,16,5,4,1,0,0,v USA,Moscow,25 Sep 1988
Hong Kong,won,19,4,-,-,-,-,-,v C Taipai,Hong Kong,19 Nov 1988
West Germany,won,30,15,-,-,-,-,-,v Portugal,Hanover,30 Apr 1989
Namibia,won,33,18,6,3,0,1,0,v Zimbabwe,Windhoek,24 Mar 1990
New Zealand,won,31,16,5,4,1,0,0,v Scotland,Dunedin,16 Jun 1990
New Zealand,won,21,6,4,1,1,0,0,v Australia,Christchurch,21 Jul 1990
Korea,won,21,6,4,1,1,0,0,v C Taipai,Colombo,20 Oct 1990
Poland,won,24,9,-,-,-,-,-,v Netherlands,Sopot,14 Jan 1991
Switzerland,won,18,3,-,-,-,-,-,v ,Basel,23 Mar 1991
Finland,won,18,3,-,-,-,-,-,v Norway,Karlskrona,29 Sep 1991
Portugal,won,15,0,-,-,-,-,-,v Morocco,Lisbon,11 Apr 1992
Australia,won,27,12,4,1,3,0,0,v Scotland,Sydney,13 Jun 1992
France,won,27,12,2,1,4,1,0,v Argentina,Buenos Aires,4 Jul 1992
Georgia,won,15,0,1,1,1,2,0,v Ukraine,Kiev,15 Jul 1992
Sri Lanka,won,15,0,-,-,-,-,-,v Singapore,Hong Kong,24 Sep 1992
France,won,21,6,2,1,2,1,0,v Ireland,Lansdowne Road,20 Feb 1993
Wales,won,38,23,5,2,3,0,0,v Namibia,Windhoek,5 Jun 1993
New Zealand,won,25,10,2,0,5,0,0,v Australia,Dunedin,17 Jul 1993
Morocco,won,25,10,-,-,-,-,-,v Tunisia,Casablanca,4 May 1994
Ukraine,won,41,26,-,-,-,-,-,v Slovenia,Ljubliana,7 May 1994
Latvia,won,25,10,-,-,-,-,-,v Luxembourg,Luxembourg,14 May 1994
Wales,won,23,8,2,2,3,0,0,v Fiji,Suva,18 Jun 1994
Japan,won,26,11,2,2,4,0,0,v Korea,Kuala Lumpur,29 Oct 1994
Argentina,won,52,37,7,4,3,0,0,v Uruguay,Posadas,8 Oct 1995
Hong Kong,won,31,16,-,-,-,-,-,v Korea,Hong Kong,31 Mar 1996
Croatia,won,21,6,-,-,-,-,-,v Israel,Split,27 Apr 1996
Samoa,won,30,15,4,2,2,0,0,v Tonga,Apia,13 Jul 1996
Croatia,won,46,31,8,3,0,0,0,v Bulgaria,Sofia,26 Oct 1996
Samoa,won,40,25,5,3,3,0,0,v Ireland,Lansdowne Road,12 Nov 1996
Wales,won,34,19,4,4,2,0,0,v Scotland,Murrayfield,18 Jan 1997
Norway,won,22,7,1,1,5,0,0,v Bulgaria,Oslo,24 May 1997
New Zealand,won,33,18,3,3,4,0,0,v Australia,Melbourne,26 Jul 1997
Uruguay,won,32,17,2,2,6,0,0,v Chile,Montevideo,24 Aug 1997
Austria,won,22,7,-,-,-,-,-,v Slovenia,-,18 Oct 1997
Italy,won,37,22,3,2,6,0,0,v Ireland,Bologna,20 Dec 1997
Spain,won,24,9,3,3,1,0,0,v Germany,Heidelburg,26 Apr 1998
Swaziland,won,23,8,-,-,-,-,-,v Botswana,-,1 Jul 1998
Japan,won,44,29,4,3,4,2,0,v Argentina,Tokyo,15 Sep 1998
Uruguay,won,18,3,2,1,2,0,0,v Morocco,Montevideo,18 Apr 1999
Namibia,won,32,17,5,2,1,0,0,v Zimbabwe,Pretoria,7 Aug 1999
Fiji,won,39,24,5,4,2,0,0,v Uruguay,L'Aquila,26 Aug 1999
Scotland,won,35,20,3,1,5,1,0,v Samoa,Murrayfield,20 Oct 1999
Australia,won,24,9,3,3,1,0,0,v Wales,Millennium Stadium,23 Oct 1999
Monaco,won,22,7,-,-,-,-,-,v Hungary,Menton,6 Nov 1999
Trinidad and Tobago,won,15,0,-,-,-,-,-,v Barbados,Georgetown,13 Nov 1999
United States of America,won,36,21,4,2,3,1,0,v Japan,Osaka,27 May 2000
Romania,won,27,12,3,3,2,0,0,v Spain,Seville,18 Feb 2001
Serbia and Montenegro,won,25,10,3,2,1,1,0,v Hungary,Dimitrovgrad,31 Mar 2001
Slovenia,won,30,15,-,-,-,-,-,v Moldova,Ljubliana,28 Apr 2001
Sweden,won,35,20,4,3,3,0,0,v Israel,Vaxjo,19 May 2001
Austria,won,21,6,2,1,3,0,0,v Israel,Vienna,2 Jun 2001
Nigeria,won,15,0,3,0,0,0,0,v Togo,Abuja,28 Oct 2001
Ireland,won,32,17,3,1,5,0,0,v Italy,Lansdowne Road,23 Mar 2002
Hungary,won,39,24,-,-,-,-,-,v Israel,Esztergom,25 May 2002
South Africa,won,34,19,5,3,1,0,0,v Wales,Bloemfontein,8 Jun 2002
Papua New Guinea,won,29,14,5,2,0,0,0,v Cook Islands,Port Moresby,19 Oct 2002
Scotland,won,21,6,2,1,3,0,0,v South Africa,Murrayfield,16 Nov 2002
Georgia,won,30,15,5,1,1,0,0,v Czech Rep,Prague,22 Mar 2003
United States of America,won,35,20,4,3,2,1,0,v Canada,Buenos Aires,27 Aug 2003
Venezuela,won,31,16,-,-,-,-,-,v Brazil,Bogota,21 Sep 2003
Austria,won,28,13,3,2,3,0,0,v Bulgaria,Kostinbrod,22 May 2004
Wales,won,35,20,4,3,3,0,0,v Argentina,Buenos Aires,19 Jun 2004
Australia,won,29,14,5,2,0,0,0,v Pacific Is,Adelaide,3 Jul 2004
New Zealand,won,41,26,6,4,1,0,0,v Pacific Is,North Shore City,10 Jul 2004
Romania,won,25,10,3,2,2,0,0,v Japan,Bucharest,20 Nov 2004
Burkina Faso,won,15,0,-,-,-,-,-,v African Barb,Ouagadougou,28 May 2005
Japan,won,44,29,5,5,2,1,0,v Spain,Tokyo,5 Nov 2005
Italy,won,23,8,2,2,3,0,0,v Fiji,Monza,26 Nov 2005
England,won,31,16,4,4,1,0,0,v Italy,Rome,11 Feb 2006
Niger,won,15,0,-,-,-,-,-,v Mali,Niamey,28 Mar 2006
Arabian Gulf,won,20,5,3,1,1,0,0,v Korea,Al Ain,5 May 2006
Armenia,won,18,3,2,1,1,1,0,v Lithuania,Siauliai,4 Jun 2006
Canada,won,33,18,4,2,3,0,0,v USA,Edmonton,17 Jun 2006
Brunei,won,32,17,-,-,-,-,-,v Laos,Phnom Penh,27 Jun 2006
Greece,won,20,5,3,1,1,0,0,v Azerbaijan,Baku,7 Oct 2006
Ireland,won,21,6,2,1,3,0,0,v Australia,Lansdowne Road,19 Nov 2006
Sweden,won,30,15,5,1,1,0,0,v Serbia & Mon,Belgrade,14 Apr 2007
Bulgaria,won,25,10,3,2,2,0,0,v Norway,Sofia,19 May 2007
Fiji,won,30,15,4,2,2,0,0,v Japan,Lautoka,26 May 2007
Slovenia,won,21,6,-,-,-,-,-,v Finland,-,26 May 2007
Ireland,won,32,17,5,2,1,0,0,v Namibia,Bordeaux,9 Sep 2007
Argentina,won,30,15,2,1,3,3,0,v Ireland,Parc des Princes,30 Sep 2007
Slovakia,won,33,18,-,-,-,-,-,v Azerbaijan,Nicosia,31 Oct 2007
Croatia,won,24,9,4,2,0,0,0,v Malta,Makarska,10 Nov 2007
Romania,won,23,8,2,2,3,0,0,v Portugal,Lisbon,1 Dec 2007
Georgia,won,22,7,1,1,4,1,0,v Romania,Tbilisi,9 Feb 2008
Wales,won,30,15,3,3,3,0,0,v Scotland,Millennium Stadium,9 Feb 2008
Russia,won,41,26,5,2,4,0,0,v Portugal,Krasnodar,1 Mar 2008
Switzerland,won,28,13,3,2,3,0,0,v Denmark,Odense,5 Apr 2008
Chinese Taipei,won,32,17,-,-,-,-,-,v Hong Kong A,Hong Kong,18 May 2008
Australia,won,34,19,4,4,1,1,0,v New Zealand,Sydney,26 Jul 2008
Japan,won,32,17,4,3,2,0,0,v USA,Tokyo,22 Nov 2008
Israel,won,25,10,-,-,-,-,-,v Greece,Kfissa,22 Nov 2008
Brazil,won,36,21,-,-,-,-,-,v Paraguay,Montevideo,2 May 2009
Philippines,won,15,0,-,-,-,-,-,v Iran,Manila,1 Jul 2009
Kenya,won,22,7,-,-,-,-,-,v Senegal,Safi,8 Jul 2009
Australia,won,21,6,2,1,2,1,0,v South Africa,Brisbane,5 Sep 2009
Bosnia and Herzegovina,won,23,8,3,1,2,0,0,v Monaco,Zenica,10 Oct 2009
Moldova,won,45,30,7,2,2,0,0,v Czech Rep,Chisinau,14 Nov 2009
Netherlands,won,25,10,4,1,1,0,0,v Hong Kong,Maastricht,19 Dec 2009
Russia,won,30,15,3,3,3,0,0,v Namibia,Windhoek,23 Jan 2010
Ireland,won,27,12,3,0,3,1,0,v Wales,Croke Park,13 Mar 2010
Cyprus,won,15,0,2,1,1,0,0,v Bosnia & Her,Paphos,27 Mar 2010
Kazakhstan,won,43,28,4,4,5,0,0,v Arabian Gulf,Almaty,24 Apr 2010
Senegal,won,21,6,-,-,-,-,-,v Cote d'Iv,Tunis,19 Jun 2010
